Nonimmigrant Visa Issuances by Nationality                                                      October 2024 (FY 2025),,
Nationality,Visa Class,Issuances
Afghanistan,B1/B2,153
Afghanistan,B2,1
Afghanistan,F1,10
Afghanistan,G4,15
Afghanistan,H4,1
Afghanistan,J1,1
Afghanistan,K1,9
Afghanistan,K2,1
Albania,A2,21
Albania,B1,1
Albania,B1/B2,"2,019"
Albania,B2,3
Albania,C1/D,20
Albania,E2,7
Albania,F1,5
Albania,G4,6
Albania,G5,1
Albania,H1B,4
Albania,I,1
Albania,J1,2
Albania,K1,22
Albania,K2,2
Albania,L1,1
Albania,M1,1
Albania,NATO2,7
Albania,NATO4,1
Albania,NATO6,2
Albania,O3,1
Albania,P3,4
Algeria,A2,33
Algeria,B1/B2,"2,029"
Algeria,B2,20
Algeria,C1,5
Algeria,C1/D,1
Algeria,D,19
Algeria,F1,24
Algeria,F2,2
Algeria,G1,5
Algeria,G2,14
Algeria,H1B,2
Algeria,I,11
Algeria,J1,7
Algeria,J2,3
Algeria,K1,13
Algeria,K2,1
Algeria,L1,3
Algeria,L2,2
Algeria,P1,1
Andorra,A2,1
Andorra,B1/B2,3
Andorra,C1/D,1
Andorra,L1,1
Andorra,O1,1
Angola,A1,6
Angola,A2,22
Angola,B1/B2,343
Angola,C1/D,11
Angola,F1,34
Angola,G1,7
Angola,G2,8
Angola,G4,5
Angola,H1B,1
Angola,I,2
Angola,J1,2
Angola,K1,2
Angola,K2,1
Angola,L1,2
Angola,L2,2
Anguilla,B1/B2,5
Antigua and Barbuda,A2,1
Antigua and Barbuda,B1/B2,259
Antigua and Barbuda,B2,4
Antigua and Barbuda,F1,1
Antigua and Barbuda,H1B,1
Antigua and Barbuda,H2B,1
Antigua and Barbuda,H4,1
Antigua and Barbuda,J2,2
Antigua and Barbuda,L2,1
Antigua and Barbuda,M1,1
Argentina,A1,4
Argentina,A2,50
Argentina,A3,1
Argentina,B1,5
Argentina,B1/B2,"25,763"
Argentina,B2,63
Argentina,C1,8
Argentina,C1/D,136
Argentina,C3,1
Argentina,E1,3
Argentina,E2,52
Argentina,F1,88
Argentina,F2,4
Argentina,G1,6
Argentina,G2,9
Argentina,G4,41
Argentina,H1B,49
Argentina,H2A,26
Argentina,H2B,49
Argentina,H3,1
Argentina,H4,36
Argentina,I,10
Argentina,J1,"2,048"
Argentina,J2,17
Argentina,K1,7
Argentina,K2,3
Argentina,L1,49
Argentina,L2,48
Argentina,M1,5
Argentina,O1,31
Argentina,O2,34
Argentina,O3,17
Argentina,P1,52
Argentina,P3,1
Argentina,P4,17
Argentina,R1,6
Argentina,R2,1
Armenia,A1,1
Armenia,A2,19
Armenia,B1/B2,"1,485"
Armenia,D,1
Armenia,E2,2
Armenia,F1,1
Armenia,F2,1
Armenia,G2,2
Armenia,G4,2
Armenia,H1B,5
Armenia,H4,3
Armenia,I,2
Armenia,J1,8
Armenia,K1,14
Armenia,L1,3
Armenia,L2,2
Armenia,O1,5
Armenia,O2,7
Armenia,O3,2
Armenia,P1,1
Armenia,P3,23
Australia,A1,26
Australia,A2,647
Australia,B1,2
Australia,B1/B2,800
Australia,B2,1
Australia,C1/D,172
Australia,C3,6
Australia,E2,34
Australia,E3,278
Australia,E3D,181
Australia,E3R,201
Australia,F1,39
Australia,F2,1
Australia,G1,5
Australia,G2,3
Australia,G4,24
Australia,H1B,40
Australia,H2B,11
Australia,H4,16
Australia,I,39
Australia,J1,87
Australia,J2,11
Australia,K1,18
Australia,L1,75
Australia,L2,69
Australia,M1,2
Australia,O1,43
Australia,O2,23
Australia,O3,6
Australia,P1,39
Australia,P3,3
Australia,P4,2
Australia,R1,4
Austria,A2,28
Austria,B1/B2,245
Austria,C1/D,71
Austria,E1,6
Austria,E2,15
Austria,E3,1
Austria,F1,8
Austria,G1,2
Austria,G3,3
Austria,G4,9
Austria,H1B,10
Austria,H2B,2
Austria,H4,1
Austria,I,14
Austria,J1,64
Austria,J2,2
Austria,K1,1
Austria,L1,27
Austria,L2,3
Austria,M1,3
Austria,O1,16
Austria,O3,3
Austria,P1,23
Austria,P3,1
Austria,R1,1
Azerbaijan,A1,6
Azerbaijan,A2,7
Azerbaijan,B1,6
Azerbaijan,B1/B2,841
Azerbaijan,C1/D,37
Azerbaijan,E2,1
Azerbaijan,F1,13
Azerbaijan,G2,9
Azerbaijan,G4,8
Azerbaijan,H1B,3
Azerbaijan,I,3
Azerbaijan,J1,10
Azerbaijan,J2,1
Azerbaijan,K1,4
Azerbaijan,K2,1
Azerbaijan,L1,1
Azerbaijan,L2,2
Azerbaijan,P1,3
"Bahamas, The",A1,11
"Bahamas, The",A2,8
"Bahamas, The",B1,1
"Bahamas, The",B1/B2,"1,153"
"Bahamas, The",B2,6
"Bahamas, The",C1,2
"Bahamas, The",C1/D,17
"Bahamas, The",C3,8
"Bahamas, The",F1,31
"Bahamas, The",F2,2
"Bahamas, The",G2,1
"Bahamas, The",H1B,19
"Bahamas, The",H4,3
"Bahamas, The",K1,2
"Bahamas, The",L1,1
"Bahamas, The",L2,1
"Bahamas, The",M1,6
"Bahamas, The",O1,1
"Bahamas, The",P1,1
"Bahamas, The",R1,1
Bahrain,A1,5
Bahrain,A2,7
Bahrain,B1/B2,263
Bahrain,C1/D,6
Bahrain,D,1
Bahrain,F1,5
Bahrain,G1,2
Bahrain,H1B,2
Bahrain,J1,2
Bahrain,K1,1
Bahrain,M1,1
Bangladesh,A1,1
Bangladesh,A2,14
Bangladesh,B1,3
Bangladesh,B1/B2,"4,006"
Bangladesh,B2,3
Bangladesh,C1,5
Bangladesh,C1/D,144
Bangladesh,E2,2
Bangladesh,F1,326
Bangladesh,F2,128
Bangladesh,G1,10
Bangladesh,G2,1
Bangladesh,G4,11
Bangladesh,H1B,29
Bangladesh,H4,32
Bangladesh,I,18
Bangladesh,J1,20
Bangladesh,J2,11
Bangladesh,K1,4
Bangladesh,L1,6
Bangladesh,L2,12
Bangladesh,M1,4
Bangladesh,O1,2
Bangladesh,O3,2
Bangladesh,T2,2
Bangladesh,T3,3
Bangladesh,TD,1
Barbados,A1,1
Barbados,A2,2
Barbados,A3,1
Barbados,B1/B2,852
Barbados,C1,1
Barbados,C1/D,4
Barbados,C3,5
Barbados,F1,4
Barbados,G4,5
Barbados,H1B,3
Barbados,H2B,7
Barbados,K1,1
Barbados,M1,1
Barbados,O1,2
Barbados,O3,2
Barbados,P1,1
Belarus,B1/B2,627
Belarus,B2,2
Belarus,C1/D,37
Belarus,F1,2
Belarus,G1,1
Belarus,G4,3
Belarus,H1B,5
Belarus,H4,1
Belarus,J1,3
Belarus,K1,9
Belarus,L1,12
Belarus,L2,12
Belarus,O1,3
Belarus,O3,1
Belarus,P1,12
Belgium,A1,3
Belgium,A2,29
Belgium,B1,1
Belgium,B1/B2,217
Belgium,B2,1
Belgium,C1/D,48
Belgium,E2,10
Belgium,F1,14
Belgium,G2,1
Belgium,G4,10
Belgium,H1B,8
Belgium,I,14
Belgium,J1,32
Belgium,J2,5
Belgium,K1,1
Belgium,L1,19
Belgium,L2,6
Belgium,M1,13
Belgium,NATO2,80
Belgium,NATO4,4
Belgium,NATO6,2
Belgium,O1,9
Belgium,O2,11
Belgium,P1,5
Belize,A1,1
Belize,A2,10
Belize,B1/B2,661
Belize,B2,2
Belize,C1,7
Belize,C3,17
Belize,F1,9
Belize,G4,2
Belize,H1B,2
Belize,J1,1
Belize,K1,1
Belize,L1,1
Belize,L2,2
Belize,M1,1
Belize,U3,2
Benin,A2,6
Benin,B1,2
Benin,B1/B2,185
Benin,C1,2
Benin,D,2
Benin,F1,3
Benin,G1,1
Benin,G2,8
Benin,G4,9
Benin,J1,2
Benin,J2,1
Bermuda,B1/B2,13
Bermuda,K1,1
Bhutan,A2,1
Bhutan,B1/B2,40
Bhutan,F1,2
Bhutan,G1,1
Bhutan,G2,15
Bhutan,J1,2
Bhutan,K1,1
Bhutan,R1,1
Bolivia,A2,7
Bolivia,B1,8
Bolivia,B1/B2,"2,891"
Bolivia,B2,3
Bolivia,C1/D,8
Bolivia,E2,1
Bolivia,F1,23
Bolivia,F2,4
Bolivia,G2,5
Bolivia,G4,12
Bolivia,H1B,4
Bolivia,H2A,3
Bolivia,H4,2
Bolivia,J1,103
Bolivia,J2,3
Bolivia,L1,2
Bolivia,L2,1
Bolivia,M1,1
Bolivia,O1,1
Bolivia,P1,47
Bolivia,P3,15
Bolivia,R1,1
Bosnia-Herzegovina,A1,1
Bosnia-Herzegovina,A2,8
Bosnia-Herzegovina,B1,5
Bosnia-Herzegovina,B1/B2,532
Bosnia-Herzegovina,C1,1
Bosnia-Herzegovina,C1/D,15
Bosnia-Herzegovina,E2,6
Bosnia-Herzegovina,F1,1
Bosnia-Herzegovina,G4,5
Bosnia-Herzegovina,I,2
Bosnia-Herzegovina,J1,17
Bosnia-Herzegovina,K1,6
Bosnia-Herzegovina,K2,1
Bosnia-Herzegovina,L1,2
Bosnia-Herzegovina,L2,2
Bosnia-Herzegovina,P3,4
Botswana,A2,4
Botswana,B1,1
Botswana,B1/B2,55
Botswana,B2,1
Botswana,C1/D,6
Botswana,F1,3
Botswana,F2,2
Botswana,G2,1
Botswana,G4,1
Botswana,J2,3
Botswana,M1,2
Brazil,A1,16
Brazil,A2,284
Brazil,B1,334
Brazil,B1/B2,"95,752"
Brazil,B2,15
Brazil,C1,41
Brazil,C1/D,388
Brazil,C3,16
Brazil,E1,1
Brazil,E2,6
Brazil,F1,248
Brazil,F2,55
Brazil,G1,2
Brazil,G2,25
Brazil,G4,64
Brazil,H1B,169
Brazil,H2A,5
Brazil,H2B,41
Brazil,H4,84
Brazil,I,40
Brazil,J1,"1,361"
Brazil,J2,88
Brazil,K1,72
Brazil,K2,14
Brazil,L1,334
Brazil,L2,434
Brazil,M1,28
Brazil,O1,125
Brazil,O2,22
Brazil,O3,36
Brazil,P1,88
Brazil,P3,15
Brazil,P4,14
Brazil,R1,14
Brazil,R2,8
Brazil,TD,6
Brazil,U3,2
British National Overseas (Hong Kong) Passport,B1/B2,208
British National Overseas (Hong Kong) Passport,C1/D,4
British National Overseas (Hong Kong) Passport,F1,1
British National Overseas (Hong Kong) Passport,H1B,4
British National Overseas (Hong Kong) Passport,H4,1
British National Overseas (Hong Kong) Passport,J1,1
British National Overseas (Hong Kong) Passport,K1,1
British National Overseas (Hong Kong) Passport,L1,2
British National Overseas (Hong Kong) Passport,L2,1
British National Overseas (Hong Kong) Passport,O3,1
British Virgin Islands,B1/B2,5
Brunei,A2,9
Brunei,G2,2
Brunei,G4,3
Brunei,H1B,1
Brunei,I,1
Bulgaria,A1,1
Bulgaria,A2,53
Bulgaria,B1,27
Bulgaria,B1/B2,"1,315"
Bulgaria,B2,16
Bulgaria,C1/D,84
Bulgaria,E2,6
Bulgaria,G2,5
Bulgaria,G4,7
Bulgaria,H1B,6
Bulgaria,H2B,7
Bulgaria,I,6
Bulgaria,J1,7
Bulgaria,K1,3
Bulgaria,L1,2
Bulgaria,NATO2,4
Bulgaria,NATO4,2
Bulgaria,O1,2
Bulgaria,P1,3
Bulgaria,P3,5
Bulgaria,R1,1
Burkina Faso,A2,2
Burkina Faso,B1/B2,242
Burkina Faso,B2,2
Burkina Faso,C3,2
Burkina Faso,F1,4
Burkina Faso,G1,2
Burkina Faso,G2,7
Burkina Faso,G4,3
Burkina Faso,H1B,1
Burkina Faso,H4,3
Burkina Faso,I,2
Burkina Faso,J1,3
Burkina Faso,K1,15
Burkina Faso,K2,1
Burma,B1,6
Burma,B1/B2,318
Burma,C1,109
Burma,C2,1
Burma,D,353
Burma,F1,459
Burma,F2,13
Burma,G4,7
Burma,H1B,5
Burma,I,1
Burma,J1,7
Burma,K1,75
Burma,K2,2
Burma,L1,2
Burma,L2,1
Burma,R1,1
Burundi,A2,2
Burundi,B1,3
Burundi,B1/B2,74
Burundi,C1/D,1
Burundi,F1,2
Burundi,G1,2
Burundi,G2,3
Burundi,G4,11
Burundi,H1B,1
Burundi,K1,2
Cabo Verde,A2,6
Cabo Verde,B1/B2,346
Cabo Verde,B2,3
Cabo Verde,C1/D,1
Cabo Verde,G2,2
Cabo Verde,G4,2
Cabo Verde,K1,2
Cabo Verde,K2,5
Cabo Verde,P3,9
Cambodia,A2,9
Cambodia,B1,4
Cambodia,B1/B2,666
Cambodia,C1,1
Cambodia,C3,6
Cambodia,D,1
Cambodia,F1,65
Cambodia,G1,3
Cambodia,G2,3
Cambodia,G4,13
Cambodia,I,1
Cambodia,J1,6
Cambodia,K1,39
Cambodia,K2,5
Cambodia,L1,1
Cambodia,O1,1
Cameroon,A2,18
Cameroon,B1,6
Cameroon,B1/B2,801
Cameroon,B2,5
Cameroon,C1,3
Cameroon,C1/D,9
Cameroon,F1,27
Cameroon,F2,2
Cameroon,G1,2
Cameroon,G2,23
Cameroon,G4,55
Cameroon,H1B,5
Cameroon,H4,1
Cameroon,I,1
Cameroon,J1,7
Cameroon,J2,1
Cameroon,K1,13
Cameroon,K2,3
Cameroon,L1,1
Cameroon,O1,1
Cameroon,R1,1
Canada,A1,6
Canada,A2,4
Canada,B1,3
Canada,B1/B2,17
Canada,C1/D,2
Canada,E1,117
Canada,E2,794
Canada,E3D,1
Canada,F1,3
Canada,G1,3
Canada,G4,59
Canada,H1B,4
Canada,H2A,1
Canada,H4,14
Canada,I,1
Canada,J1,8
Canada,J2,2
Canada,K1,100
Canada,K2,6
Canada,L1,9
Canada,L2,30
Canada,M1,1
Canada,NATO2,20
Canada,NATO6,2
Canada,O1,2
Canada,O3,1
Canada,P1,2
Canada,P3,5
Canada,R1,2
Canada,R2,1
Canada,TD,5
Canada,TN,7
Cayman Islands,B1/B2,118
Cayman Islands,C1/D,2
Cayman Islands,F1,3
Cayman Islands,H1B,1
Central African Republic,A1,1
Central African Republic,A2,1
Central African Republic,B1/B2,14
Central African Republic,G2,2
Central African Republic,G4,4
Central African Republic,J1,1
Chad,A2,6
Chad,B1,1
Chad,B1/B2,99
Chad,C3,3
Chad,F1,3
Chad,G1,7
Chad,G2,19
Chad,G4,8
Chad,J1,1
Chad,J2,2
Chad,K1,1
Chad,L1,1
Chile,A2,35
Chile,B1,46
Chile,B1/B2,871
Chile,B2,4
Chile,C1,2
Chile,C1/D,96
Chile,C3,14
Chile,E2,17
Chile,F1,58
Chile,F2,14
Chile,G1,1
Chile,G2,1
Chile,G4,10
Chile,H1B,34
Chile,H1B1,149
Chile,H2B,8
Chile,H4,152
Chile,I,7
Chile,J1,684
Chile,J2,10
Chile,K1,7
Chile,L1,37
Chile,L2,39
Chile,M1,1
Chile,O1,8
Chile,O2,13
Chile,O3,7
Chile,P1,9
Chile,P3,2
Chile,P4,1
Chile,R1,5
Chile,R2,2
China - mainland,A1,23
China - mainland,A2,23
China - mainland,B1,313
China - mainland,B1/B2,"70,746"
China - mainland,B2,48
China - mainland,C1,57
China - mainland,C1/D,"1,118"
China - mainland,CW1,8
China - mainland,CW2,1
China - mainland,E2,8
China - mainland,E3D,3
China - mainland,F1,"1,109"
China - mainland,F2,111
China - mainland,G1,5
China - mainland,G2,75
China - mainland,G4,63
China - mainland,H1B,"2,777"
China - mainland,H3,1
China - mainland,H4,288
China - mainland,I,7
China - mainland,J1,830
China - mainland,J2,230
China - mainland,K1,57
China - mainland,K2,13
China - mainland,L1,573
China - mainland,L2,351
China - mainland,M1,2
China - mainland,O1,139
China - mainland,O2,24
China - mainland,O3,23
China - mainland,P1,41
China - mainland,P3,98
China - mainland,P4,1
China - mainland,R1,8
China - mainland,R2,2
China - mainland,T2,1
China - mainland,T3,1
China - mainland,TD,17
Colombia,A1,8
Colombia,A2,255
Colombia,B1,22
Colombia,B1/B2,"51,437"
Colombia,B2,5
Colombia,BBBCC,4
Colombia,C1,15
Colombia,C1/D,266
Colombia,E1,16
Colombia,E2,67
Colombia,E3D,1
Colombia,F1,292
Colombia,F2,33
Colombia,G1,6
Colombia,G2,3
Colombia,G4,43
Colombia,H1B,110
Colombia,H2A,23
Colombia,H2B,37
Colombia,H4,55
Colombia,I,23
Colombia,J1,269
Colombia,J2,48
Colombia,K1,177
Colombia,K2,44
Colombia,L1,56
Colombia,L2,49
Colombia,M1,8
Colombia,O1,30
Colombia,O2,78
Colombia,O3,24
Colombia,P1,51
Colombia,P4,11
Colombia,R1,8
Colombia,R2,8
Comoros,A2,2
Comoros,B1/B2,4
Comoros,F1,1
"Congo, Democratic Republic of the",A1,6
"Congo, Democratic Republic of the",A2,40
"Congo, Democratic Republic of the",B1,4
"Congo, Democratic Republic of the",B1/B2,445
"Congo, Democratic Republic of the",B2,2
"Congo, Democratic Republic of the",BBBCC,1
"Congo, Democratic Republic of the",C2,1
"Congo, Democratic Republic of the",F1,25
"Congo, Democratic Republic of the",F2,1
"Congo, Democratic Republic of the",G1,6
"Congo, Democratic Republic of the",G2,47
"Congo, Democratic Republic of the",G4,22
"Congo, Democratic Republic of the",H1B,4
"Congo, Democratic Republic of the",J1,2
"Congo, Democratic Republic of the",J2,2
"Congo, Democratic Republic of the",K1,15
"Congo, Democratic Republic of the",K2,4
"Congo, Democratic Republic of the",L1,2
"Congo, Democratic Republic of the",L2,1
"Congo, Democratic Republic of the",M1,1
"Congo, Democratic Republic of the",O2,1
"Congo, Democratic Republic of the",P1,1
"Congo, Democratic Republic of the",R1,1
"Congo, Republic of the",A1,4
"Congo, Republic of the",A2,4
"Congo, Republic of the",B1/B2,102
"Congo, Republic of the",C1/D,1
"Congo, Republic of the",F1,2
"Congo, Republic of the",G1,5
"Congo, Republic of the",G2,2
"Congo, Republic of the",G4,1
"Congo, Republic of the",J1,1
"Congo, Republic of the",K1,1
"Congo, Republic of the",K2,2
Costa Rica,A1,6
Costa Rica,A2,7
Costa Rica,B1,3
Costa Rica,B1/B2,"5,212"
Costa Rica,B2,10
Costa Rica,C1,2
Costa Rica,C1/D,25
Costa Rica,C3,2
Costa Rica,E2,1
Costa Rica,F1,18
Costa Rica,F2,3
Costa Rica,G1,3
Costa Rica,G4,2
Costa Rica,H1B,15
Costa Rica,H2A,94
Costa Rica,H2B,20
Costa Rica,H3,3
Costa Rica,H4,11
Costa Rica,I,3
Costa Rica,J1,268
Costa Rica,J2,1
Costa Rica,K1,10
Costa Rica,K2,3
Costa Rica,L1,34
Costa Rica,L2,30
Costa Rica,M1,3
Costa Rica,O1,1
Costa Rica,O2,9
Costa Rica,P1,2
Costa Rica,R1,1
Costa Rica,R2,1
Cote d'Ivoire,A1,10
Cote d'Ivoire,A2,17
Cote d'Ivoire,B1/B2,614
Cote d'Ivoire,C1,2
Cote d'Ivoire,C1/D,8
Cote d'Ivoire,F1,16
Cote d'Ivoire,G1,5
Cote d'Ivoire,G2,18
Cote d'Ivoire,G4,24
Cote d'Ivoire,H1B,1
Cote d'Ivoire,J1,1
Cote d'Ivoire,K1,5
Cote d'Ivoire,O1,1
Cote d'Ivoire,R1,1
Croatia,A1,2
Croatia,A2,13
Croatia,B1,9
Croatia,B1/B2,106
Croatia,C1/D,67
Croatia,E2,3
Croatia,F1,2
Croatia,G2,1
Croatia,H1B,5
Croatia,H2B,2
Croatia,I,4
Croatia,J1,14
Croatia,J2,4
Croatia,K1,2
Croatia,L1,8
Croatia,L2,2
Croatia,NATO2,6
Croatia,NATO4,1
Croatia,NATO6,1
Croatia,O1,3
Croatia,O3,2
Croatia,P1,6
Croatia,R1,1
Cuba,A1,14
Cuba,A2,13
Cuba,B1,74
Cuba,B1/B2,210
Cuba,B2,823
Cuba,C1,1
Cuba,C1/D,1
Cuba,F1,3
Cuba,G1,8
Cuba,G2,10
Cuba,G4,4
Cuba,I,1
Cuba,J1,5
Cuba,J2,1
Cuba,K1,37
Cuba,K2,7
Cuba,L1,3
Cuba,L2,5
Cuba,O2,1
Cuba,P1,5
Cuba,P3,6
Cuba,R1,1
Cuba,R2,4
Cuba,TD,1
Cyprus,A2,7
Cyprus,B1/B2,317
Cyprus,C1/D,7
Cyprus,F1,2
Cyprus,G1,2
Cyprus,G2,5
Cyprus,G4,1
Cyprus,H1B,2
Cyprus,I,4
Cyprus,J1,5
Cyprus,L1,1
Cyprus,O1,1
Cyprus,P3,2
Czech Republic,A2,9
Czech Republic,B1,1
Czech Republic,B1/B2,125
Czech Republic,C1/D,15
Czech Republic,E2,4
Czech Republic,F1,7
Czech Republic,F2,3
Czech Republic,G2,4
Czech Republic,G3,1
Czech Republic,G4,1
Czech Republic,H2B,5
Czech Republic,H4,2
Czech Republic,I,2
Czech Republic,J1,33
Czech Republic,J2,8
Czech Republic,K1,2
Czech Republic,L1,21
Czech Republic,L2,13
