Nonimmigrant Visa Issuances by Nationality                                                      September 2024 (FY 2024),,
Nationality,Visa Class,Issuances
Afghanistan,B1,1
Afghanistan,B1/B2,175
Afghanistan,C1,1
Afghanistan,C2,1
Afghanistan,D,1
Afghanistan,F1,14
Afghanistan,F2,6
Afghanistan,G4,11
Afghanistan,J1,4
Afghanistan,J2,2
Afghanistan,K1,24
Afghanistan,K2,2
Afghanistan,L1,1
Afghanistan,P3,1
Albania,A1,1
Albania,A2,19
Albania,B1/B2,"2,061"
Albania,C1,1
Albania,C1/D,15
Albania,E2,2
Albania,F1,11
Albania,G2,5
Albania,G4,3
Albania,H1B,5
Albania,I,2
Albania,J1,7
Albania,J2,4
Albania,K1,21
Albania,K2,1
Albania,L1,3
Albania,L2,4
Albania,NATO2,4
Albania,NATO5,1
Albania,NATO6,3
Albania,O1,1
Albania,P3,3
Albania,TD,1
Algeria,A2,14
Algeria,B1/B2,"1,976"
Algeria,C1,4
Algeria,C1/D,1
Algeria,D,16
Algeria,F1,24
Algeria,F2,1
Algeria,G1,5
Algeria,G2,58
Algeria,G4,7
Algeria,H1B,5
Algeria,H4,1
Algeria,I,3
Algeria,J1,10
Algeria,J2,3
Algeria,K1,12
Algeria,L1,4
Algeria,L2,2
Andorra,M1,1
Angola,A1,10
Angola,A2,15
Angola,B1/B2,391
Angola,C1/D,7
Angola,F1,42
Angola,F2,5
Angola,G1,2
Angola,G2,69
Angola,H1B,2
Angola,I,7
Angola,J1,3
Angola,K1,1
Angola,L1,3
Angola,L2,1
Anguilla,F1,2
Antigua and Barbuda,B1/B2,243
Antigua and Barbuda,B2,1
Antigua and Barbuda,C1/D,2
Antigua and Barbuda,F1,9
Antigua and Barbuda,H1B,2
Antigua and Barbuda,K1,1
Antigua and Barbuda,L1,2
Antigua and Barbuda,L2,2
Argentina,A1,6
Argentina,A2,27
Argentina,A3,1
Argentina,B1,8
Argentina,B1/B2,"26,724"
Argentina,B2,53
Argentina,C1,10
Argentina,C1/D,119
Argentina,E2,51
Argentina,F1,52
Argentina,F2,2
Argentina,G2,11
Argentina,G4,21
Argentina,H1B,29
Argentina,H2A,15
Argentina,H2B,31
Argentina,H4,24
Argentina,I,6
Argentina,J1,"1,526"
Argentina,J2,9
Argentina,K1,15
Argentina,K2,1
Argentina,L1,57
Argentina,L2,57
Argentina,M1,8
Argentina,O1,23
Argentina,O2,69
Argentina,O3,7
Argentina,P1,63
Argentina,P3,13
Argentina,P4,11
Argentina,R1,3
Argentina,R2,3
Armenia,A1,6
Armenia,A2,32
Armenia,B1,1
Armenia,B1/B2,"1,384"
Armenia,C1,1
Armenia,D,1
Armenia,E2,1
Armenia,F1,7
Armenia,G2,3
Armenia,G4,4
Armenia,H1B,2
Armenia,H4,2
Armenia,J1,30
Armenia,K1,23
Armenia,K2,3
Armenia,L1,3
Armenia,L2,9
Armenia,M2,1
Armenia,O1,1
Armenia,O2,1
Armenia,O3,2
Armenia,P1,5
Armenia,P3,9
Armenia,P4,2
Australia,A1,11
Australia,A2,545
Australia,B1,5
Australia,B1/B2,696
Australia,B2,1
Australia,C1,5
Australia,C1/D,137
Australia,C3,6
Australia,E1,1
Australia,E2,41
Australia,E3,318
Australia,E3D,175
Australia,E3R,193
Australia,F1,51
Australia,G1,3
Australia,G2,9
Australia,G4,23
Australia,H1B,43
Australia,H2A,1
Australia,H2B,3
Australia,H3,2
Australia,H4,7
Australia,I,39
Australia,J1,71
Australia,J2,7
Australia,K1,21
Australia,K2,5
Australia,L1,72
Australia,L2,67
Australia,M1,8
Australia,O1,52
Australia,O2,36
Australia,O3,9
Australia,P1,37
Australia,P3,1
Australia,P4,1
Australia,R1,4
Australia,TD,1
Austria,A1,2
Austria,A2,17
Austria,B1/B2,313
Austria,C1/D,62
Austria,E2,31
Austria,F1,7
Austria,G2,6
Austria,G3,1
Austria,G4,11
Austria,H1B,6
Austria,H2B,8
Austria,H4,1
Austria,I,22
Austria,J1,77
Austria,J2,3
Austria,K1,7
Austria,L1,30
Austria,L2,4
Austria,M1,3
Austria,O1,10
Austria,O2,2
Austria,P1,5
Austria,R2,2
Azerbaijan,A1,6
Azerbaijan,A2,58
Azerbaijan,A3,2
Azerbaijan,B1,4
Azerbaijan,B1/B2,862
Azerbaijan,C1/D,9
Azerbaijan,E2,5
Azerbaijan,F1,21
Azerbaijan,F2,3
Azerbaijan,G1,2
Azerbaijan,G2,28
Azerbaijan,G4,11
Azerbaijan,H1B,8
Azerbaijan,H4,1
Azerbaijan,I,3
Azerbaijan,J1,18
Azerbaijan,K1,6
Azerbaijan,K2,1
Azerbaijan,L1,1
Azerbaijan,L2,3
"Bahamas, The",A1,1
"Bahamas, The",A2,8
"Bahamas, The",B1/B2,"1,195"
"Bahamas, The",B2,1
"Bahamas, The",C1,2
"Bahamas, The",C1/D,15
"Bahamas, The",C3,6
"Bahamas, The",F1,33
"Bahamas, The",F2,2
"Bahamas, The",G2,5
"Bahamas, The",H1B,9
"Bahamas, The",H4,2
"Bahamas, The",J1,2
"Bahamas, The",K1,2
"Bahamas, The",K2,2
"Bahamas, The",O1,2
"Bahamas, The",O3,4
"Bahamas, The",R1,1
"Bahamas, The",R2,1
Bahrain,A2,18
Bahrain,B1/B2,225
Bahrain,C1/D,1
Bahrain,F1,2
Bahrain,G2,17
Bahrain,J1,7
Bangladesh,A1,3
Bangladesh,A2,29
Bangladesh,A3,2
Bangladesh,B1,9
Bangladesh,B1/B2,"2,932"
Bangladesh,C1,2
Bangladesh,C1/D,106
Bangladesh,E2,2
Bangladesh,F1,250
Bangladesh,F2,95
Bangladesh,G1,6
Bangladesh,G2,48
Bangladesh,G4,11
Bangladesh,H1B,16
Bangladesh,H4,23
Bangladesh,I,33
Bangladesh,J1,23
Bangladesh,J2,15
Bangladesh,K1,2
Bangladesh,L1,5
Bangladesh,L2,4
Bangladesh,O1,2
Bangladesh,T3,1
Bangladesh,T4,2
Barbados,A1,1
Barbados,A2,3
Barbados,B1/B2,823
Barbados,B2,3
Barbados,C1/D,7
Barbados,C3,1
Barbados,F1,8
Barbados,G2,3
Barbados,G4,4
Barbados,H1B,2
Barbados,H2A,12
Barbados,H2B,23
Barbados,J1,2
Barbados,J2,1
Barbados,K1,3
Barbados,L1,1
Barbados,R1,1
Belarus,A2,3
Belarus,B1/B2,654
Belarus,C1/D,36
Belarus,E2,1
Belarus,F1,8
Belarus,G1,6
Belarus,G2,2
Belarus,G4,6
Belarus,H1B,4
Belarus,H4,5
Belarus,J1,12
Belarus,J2,1
Belarus,K1,4
Belarus,K2,1
Belarus,L1,20
Belarus,L2,17
Belarus,O1,2
Belarus,O3,3
Belarus,P1,3
Belarus,P3,1
Belarus,P4,2
Belarus,R2,1
Belgium,A2,14
Belgium,B1,1
Belgium,B1/B2,232
Belgium,C1/D,52
Belgium,E2,26
Belgium,F1,20
Belgium,F2,1
Belgium,G1,3
Belgium,G2,12
Belgium,G3,6
Belgium,G4,12
Belgium,H1B,7
Belgium,H2B,5
Belgium,H4,1
Belgium,I,41
Belgium,J1,41
Belgium,J2,5
Belgium,K1,4
Belgium,L1,33
Belgium,L2,9
Belgium,M1,4
Belgium,NATO2,94
Belgium,NATO4,1
Belgium,NATO6,1
Belgium,O1,10
Belgium,O2,11
Belgium,O3,1
Belgium,P1,55
Belize,A2,11
Belize,B1,1
Belize,B1/B2,628
Belize,C1,3
Belize,C1/D,1
Belize,C3,15
Belize,H1B,2
Belize,H2A,1
Belize,H4,1
Belize,J1,1
Belize,J2,1
Belize,K1,1
Belize,O1,1
Belize,O3,1
Benin,A1,13
Benin,A2,8
Benin,B1/B2,162
Benin,C3,1
Benin,E2,1
Benin,F1,7
Benin,G1,2
Benin,G2,12
Benin,G4,6
Benin,J1,5
Benin,J2,5
Benin,K1,5
Benin,L1,1
Bermuda,B1/B2,17
Bermuda,F1,2
Bermuda,H1B,1
Bermuda,K1,1
Bermuda,M1,1
Bhutan,A1,2
Bhutan,A2,1
Bhutan,B1/B2,71
Bhutan,C1,1
Bhutan,C1/D,1
Bhutan,F1,1
Bhutan,G1,6
Bhutan,G2,1
Bhutan,G4,1
Bhutan,H1B,1
Bhutan,J1,1
Bhutan,L1,1
Bhutan,M1,1
Bhutan,R1,2
Bolivia,B1,7
Bolivia,B1/B2,"2,466"
Bolivia,C1,4
Bolivia,C1/D,9
Bolivia,E2,1
Bolivia,F1,15
Bolivia,G2,7
Bolivia,G4,15
Bolivia,H1B,7
Bolivia,H2B,1
Bolivia,H4,2
Bolivia,I,1
Bolivia,J1,29
Bolivia,K1,6
Bolivia,K2,1
Bolivia,L1,3
Bolivia,L2,1
Bolivia,O1,4
Bolivia,O3,2
Bolivia,P1,14
Bolivia,P3,5
Bolivia,R1,3
Bosnia-Herzegovina,A2,1
Bosnia-Herzegovina,B1,29
Bosnia-Herzegovina,B1/B2,384
Bosnia-Herzegovina,C1/D,13
Bosnia-Herzegovina,E2,5
Bosnia-Herzegovina,F1,3
Bosnia-Herzegovina,G2,1
Bosnia-Herzegovina,H1B,4
Bosnia-Herzegovina,H2B,3
Bosnia-Herzegovina,I,1
Bosnia-Herzegovina,J1,4
Bosnia-Herzegovina,K1,9
Bosnia-Herzegovina,L1,2
Bosnia-Herzegovina,P4,1
Botswana,A1,5
Botswana,A2,5
Botswana,A3,1
Botswana,B1/B2,101
Botswana,C1/D,5
Botswana,F1,2
Botswana,G2,19
Botswana,G4,3
Botswana,H1B,1
Botswana,I,1
Botswana,J1,6
Botswana,J2,1
Botswana,Q1,7
Brazil,A1,13
Brazil,A2,328
Brazil,B1,272
Brazil,B1/B2,"94,572"
Brazil,B2,7
Brazil,C1,43
Brazil,C1/D,344
Brazil,C3,16
Brazil,E2,8
Brazil,F1,169
Brazil,F2,44
Brazil,G1,2
Brazil,G2,157
Brazil,G4,56
Brazil,G5,1
Brazil,H1B,149
Brazil,H2A,9
Brazil,H2B,15
Brazil,H3,3
Brazil,H4,88
Brazil,I,24
Brazil,J1,905
Brazil,J2,89
Brazil,K1,56
Brazil,K2,9
Brazil,L1,294
Brazil,L2,333
Brazil,M1,30
Brazil,O1,124
Brazil,O2,77
Brazil,O3,48
Brazil,P1,40
Brazil,P3,20
Brazil,P4,11
Brazil,R1,18
Brazil,R2,7
Brazil,TD,1
Brazil,U3,1
British National Overseas (Hong Kong) Passport,B1/B2,167
British National Overseas (Hong Kong) Passport,C1/D,3
British National Overseas (Hong Kong) Passport,F1,1
British National Overseas (Hong Kong) Passport,H1B,4
British National Overseas (Hong Kong) Passport,H4,1
British National Overseas (Hong Kong) Passport,K1,3
British National Overseas (Hong Kong) Passport,O2,1
British National Overseas (Hong Kong) Passport,P1,1
British Virgin Islands,F1,1
British Virgin Islands,M1,1
Brunei,A1,1
Brunei,A2,15
Brunei,A3,1
Brunei,B1/B2,7
Brunei,C1/D,4
Brunei,F1,1
Brunei,G2,2
Brunei,H1B,1
Brunei,J1,6
Bulgaria,A2,8
Bulgaria,A3,1
Bulgaria,B1,24
Bulgaria,B1/B2,"1,072"
Bulgaria,C1/D,53
Bulgaria,E2,7
Bulgaria,F1,2
Bulgaria,G1,2
Bulgaria,G2,28
Bulgaria,G3,1
Bulgaria,G4,4
Bulgaria,H1B,5
Bulgaria,H2B,4
Bulgaria,I,4
Bulgaria,J1,17
Bulgaria,J2,3
Bulgaria,K1,2
Bulgaria,L1,2
Bulgaria,L2,1
Bulgaria,NATO2,19
Bulgaria,O1,2
Bulgaria,O2,1
Bulgaria,P3,4
Burkina Faso,A1,5
Burkina Faso,A2,3
Burkina Faso,B1/B2,224
Burkina Faso,C3,1
Burkina Faso,F1,3
Burkina Faso,F2,1
Burkina Faso,G2,3
Burkina Faso,G4,4
Burkina Faso,H1B,2
Burkina Faso,H4,1
Burkina Faso,I,1
Burkina Faso,J1,3
Burkina Faso,K1,8
Burkina Faso,K2,1
Burma,A2,1
Burma,B1,7
Burma,B1/B2,296
Burma,C1,134
Burma,C2,9
Burma,D,339
Burma,F1,264
Burma,F2,9
Burma,G4,3
Burma,H1B,4
Burma,H4,6
Burma,J1,16
Burma,J2,4
Burma,K1,62
Burma,K2,4
Burma,M1,2
Burma,O1,1
Burma,R1,3
Burundi,A3,1
Burundi,B1/B2,66
Burundi,C1,1
Burundi,F1,2
Burundi,G1,5
Burundi,G2,6
Burundi,G4,17
Burundi,J1,1
Burundi,K1,1
Cabo Verde,A2,7
Cabo Verde,B1/B2,335
Cabo Verde,B2,1
Cabo Verde,C1/D,2
Cabo Verde,F1,2
Cabo Verde,G2,7
Cabo Verde,K1,2
Cabo Verde,K2,1
Cabo Verde,P3,6
Cambodia,A1,1
Cambodia,A2,14
Cambodia,B1,4
Cambodia,B1/B2,761
Cambodia,C1,6
Cambodia,D,5
Cambodia,F1,26
Cambodia,G2,17
Cambodia,G4,1
Cambodia,H1B,3
Cambodia,H4,2
Cambodia,J1,11
Cambodia,K1,31
Cambodia,K2,8
Cambodia,R1,2
Cameroon,A1,9
Cameroon,A2,18
Cameroon,B1,2
Cameroon,B1/B2,788
Cameroon,B2,11
Cameroon,C1,1
Cameroon,C1/D,11
Cameroon,E2,1
Cameroon,F1,41
Cameroon,F2,1
Cameroon,G1,8
Cameroon,G2,159
Cameroon,G4,31
Cameroon,H1B,4
Cameroon,H4,14
Cameroon,J1,13
Cameroon,J2,2
Cameroon,K1,45
Cameroon,K2,2
Cameroon,L2,2
Cameroon,O1,1
Cameroon,P3,1
Cameroon,R1,10
Canada,A1,10
Canada,A2,2
Canada,B1,1
Canada,B1/B2,14
Canada,C1/D,1
Canada,E1,96
Canada,E2,600
Canada,E3D,5
Canada,F1,6
Canada,F2,1
Canada,G2,1
Canada,G4,42
Canada,H1B,6
Canada,H2A,1
Canada,H2B,1
Canada,H4,17
Canada,I,7
Canada,J1,9
Canada,J2,1
Canada,K1,120
Canada,K2,10
Canada,L1,8
Canada,L2,14
Canada,M1,1
Canada,NATO2,51
Canada,NATO4,1
Canada,NATO6,5
Canada,O1,5
Canada,O2,3
Canada,O3,4
Canada,P1,5
Canada,P3,1
Canada,P4,1
Canada,R1,8
Canada,R2,4
Canada,TD,1
Canada,TN,4
Canada,U3,1
Cayman Islands,B1/B2,87
Cayman Islands,C1/D,5
Cayman Islands,M1,1
Central African Republic,A1,3
Central African Republic,A2,2
Central African Republic,B1/B2,19
Central African Republic,F1,1
Central African Republic,G1,1
Central African Republic,G2,23
Chad,A1,1
Chad,A2,10
Chad,B1/B2,77
Chad,F1,3
Chad,G1,1
Chad,G2,57
Chad,G4,3
Chad,J1,5
Chile,A1,2
Chile,A2,48
Chile,B1,10
Chile,B1/B2,592
Chile,B2,4
Chile,C1,2
Chile,C1/D,65
Chile,C3,8
Chile,CW2,1
Chile,E2,15
Chile,F1,33
Chile,F2,10
Chile,G1,3
Chile,G2,23
Chile,G4,3
Chile,H1B,37
Chile,H1B1,168
Chile,H2A,1
Chile,H2B,2
Chile,H4,139
Chile,I,6
Chile,J1,507
Chile,J2,9
Chile,K1,5
Chile,K2,2
Chile,L1,35
Chile,L2,43
Chile,M1,1
Chile,O1,7
Chile,O2,1
Chile,O3,3
Chile,P1,28
Chile,P3,1
Chile,R1,3
Chile,R2,2
China - mainland,A1,24
China - mainland,A2,70
China - mainland,B1,207
China - mainland,B1/B2,"63,347"
China - mainland,B2,23
China - mainland,BBBCC,3
China - mainland,C1,18
China - mainland,C1/D,978
China - mainland,C3,4
China - mainland,CW1,4
China - mainland,E2,11
China - mainland,F1,"1,261"
China - mainland,F2,66
China - mainland,G1,11
China - mainland,G2,87
China - mainland,G4,84
China - mainland,H1B,"2,142"
China - mainland,H3,1
China - mainland,H4,322
China - mainland,I,13
China - mainland,J1,737
China - mainland,J2,170
China - mainland,K1,102
China - mainland,K2,10
China - mainland,L1,562
China - mainland,L2,405
China - mainland,M1,16
China - mainland,O1,127
China - mainland,O2,14
China - mainland,O3,23
China - mainland,P1,33
China - mainland,P3,204
China - mainland,Q1,9
China - mainland,R1,3
China - mainland,R2,1
China - mainland,TD,11
China - mainland,U2,1
China - mainland,U3,1
Colombia,A1,2
Colombia,A2,305
Colombia,B1,20
Colombia,B1/B2,"37,124"
Colombia,B2,2
Colombia,C1,15
Colombia,C1/D,213
Colombia,C2,1
Colombia,C3,3
Colombia,E1,13
Colombia,E2,68
Colombia,F1,154
Colombia,F2,9
Colombia,G1,1
Colombia,G2,12
Colombia,G4,36
Colombia,G5,2
Colombia,H1B,77
Colombia,H2A,17
Colombia,H2B,55
Colombia,H3,1
Colombia,H4,52
Colombia,I,20
Colombia,J1,284
Colombia,J2,58
Colombia,K1,173
Colombia,K2,43
Colombia,L1,49
Colombia,L2,72
Colombia,M1,9
Colombia,O1,29
Colombia,O2,107
Colombia,O3,31
Colombia,P1,37
Colombia,P3,5
Colombia,P4,4
Colombia,R1,9
Colombia,R2,7
Colombia,T3,2
Colombia,TD,1
Comoros,A1,2
Comoros,B1/B2,6
Comoros,F1,1
Comoros,G2,7
Comoros,G4,1
Comoros,J1,1
Comoros,J2,1
"Congo, Democratic Republic of the",A1,5
"Congo, Democratic Republic of the",A2,21
"Congo, Democratic Republic of the",B1,1
"Congo, Democratic Republic of the",B1/B2,531
"Congo, Democratic Republic of the",F1,56
"Congo, Democratic Republic of the",G1,1
"Congo, Democratic Republic of the",G2,213
"Congo, Democratic Republic of the",G4,8
"Congo, Democratic Republic of the",H1B,3
"Congo, Democratic Republic of the",J1,6
"Congo, Democratic Republic of the",K1,17
"Congo, Democratic Republic of the",O1,3
"Congo, Democratic Republic of the",P3,4
"Congo, Democratic Republic of the",R1,3
"Congo, Republic of the",A1,1
"Congo, Republic of the",A2,20
"Congo, Republic of the",B1/B2,90
"Congo, Republic of the",F1,4
"Congo, Republic of the",G2,11
"Congo, Republic of the",G4,4
"Congo, Republic of the",J1,1
"Congo, Republic of the",J2,1
"Congo, Republic of the",K1,1
Costa Rica,A2,15
Costa Rica,B1,4
Costa Rica,B1/B2,"6,300"
Costa Rica,C1,2
Costa Rica,C1/D,16
Costa Rica,C3,5
Costa Rica,E2,7
Costa Rica,F1,12
Costa Rica,F2,1
Costa Rica,G4,9
Costa Rica,H1B,9
Costa Rica,H2A,60
Costa Rica,H2B,51
Costa Rica,H4,5
Costa Rica,I,1
Costa Rica,J1,14
Costa Rica,J2,5
Costa Rica,K1,13
Costa Rica,K2,5
Costa Rica,L1,21
Costa Rica,L2,15
Costa Rica,O2,1
Costa Rica,P1,1
Costa Rica,TD,1
Cote d'Ivoire,A1,17
Cote d'Ivoire,A2,19
Cote d'Ivoire,B1/B2,497
Cote d'Ivoire,C1/D,2
Cote d'Ivoire,F1,14
Cote d'Ivoire,G1,3
Cote d'Ivoire,G2,38
Cote d'Ivoire,G4,19
Cote d'Ivoire,H1B,3
Cote d'Ivoire,H4,1
Cote d'Ivoire,J1,2
Cote d'Ivoire,J2,1
Cote d'Ivoire,K1,13
Cote d'Ivoire,K2,2
Cote d'Ivoire,L1,1
Cote d'Ivoire,O1,1
Cote d'Ivoire,O2,2
Cote d'Ivoire,O3,2
Cote d'Ivoire,R1,2
Cote d'Ivoire,R2,4
Croatia,A1,2
Croatia,A2,8
Croatia,B1,4
Croatia,B1/B2,88
Croatia,C1/D,40
Croatia,C4,1
Croatia,E2,2
Croatia,F1,4
Croatia,F2,1
Croatia,G1,1
Croatia,G2,3
Croatia,G3,3
Croatia,G4,1
Croatia,H1B,8
Croatia,H2A,1
Croatia,H2B,6
Croatia,H4,6
Croatia,J1,9
Croatia,K1,3
Croatia,L1,9
Croatia,L2,2
Croatia,NATO2,9
Croatia,NATO6,2
Croatia,O1,3
Croatia,P1,1
Croatia,P3,1
Croatia,P4,2
Cuba,A1,10
Cuba,A2,2
Cuba,A3,1
Cuba,B1,93
Cuba,B1/B2,139
Cuba,B2,692
Cuba,C1/D,1
Cuba,F1,1
Cuba,G1,4
Cuba,G2,20
Cuba,H4,1
Cuba,J1,3
Cuba,J2,3
Cuba,K1,49
Cuba,K2,13
Cuba,O1,1
Cuba,O2,1
Cuba,P1,5
Cuba,P3,19
Cyprus,A1,2
Cyprus,A2,5
Cyprus,A3,1
Cyprus,B1/B2,281
Cyprus,C1/D,9
Cyprus,F1,3
Cyprus,G1,1
Cyprus,G2,5
Cyprus,G3,4
Cyprus,G4,2
Cyprus,H1B,9
Cyprus,J1,6
Cyprus,L1,1
Cyprus,L2,3
Cyprus,O1,3
Czech Republic,A1,2
Czech Republic,A2,6
Czech Republic,B1/B2,146
Czech Republic,B2,1
Czech Republic,C1/D,15
Czech Republic,E2,24
Czech Republic,F1,5
Czech Republic,F2,3
Czech Republic,G1,1
Czech Republic,G2,16
Czech Republic,G4,2
Czech Republic,H1B,8
Czech Republic,I,7
Czech Republic,J1,50
Czech Republic,J2,8
Czech Republic,K1,1
Czech Republic,L1,9
Czech Republic,L2,7
Czech Republic,M1,1
Czech Republic,M2,1
Czech Republic,NATO2,28
Czech Republic,NATO4,1
Czech Republic,O1,5
Czech Republic,O2,2
Czech Republic,P1,19
Denmark,A1,1
Denmark,A2,32
